"url" "rubrique" "titre" "resume" "mots-clefs" "mots-clefs_nb" "auteurs" "auteurs_nb" "infos_vol" "Auteurs_sexes" "Auteurs_nb_H" "Auteurs_nb_F" "Auteurs_nb_M" "Auteurs_nb_NA" "Annee" "Volume" "Numero" "Periode" "rubrique_net1"
"607" "http://www.revue-population.fr/article/?article=POPU_301_0069" "" "Célibat définitif et mariage tardif aux Pays-Bas, 1890-1960" "Cet article traite des deux mécanismes bien connus de limitation de l’accès au mariage en Europe. La question est de savoir si le célibat définitif est une conséquence non intentionnelle du report du mariage, ou s’il peut être vu comme un phénomène plus ou moins indépendant. Nous utilisons un échantillon représentatif des générations nées aux Pays-Bas de 1890 à 1909 pour comparer les trajectoires biographiques des personnes qui ne se sont jamais mariées à celles des gens qui se sont mariés à un âge avancé. Cette analyse met en évidence, selon les régions et les catégories sociales, l’existence de divers schémas de nuptialité. Le célibat définitif n’était pas simplement l’effet du retard de l’âge au mariage : nous avons rencontré toutes les combinaisons possibles en termes d’âge au mariage et de proportions de célibataires. L’analyse statistique montre que chacune de ces combinaisons avait sa logique propre pour la sous-population concernée." "" 0 "Theo Engelen; Jan Kok" 2 "Vol. 58, 2003/1, pages 69 à 102" "HommeS" "2" "0" "0" "0" 2003 58 1 "(2000,2010]" ""
"608" "http://www.revue-population.fr/article/?article=POPU_301_0103" "" "La nouveauté d'un genre ancien : Louis Henry et la fondation de la démographie historique" "Pourquoi Louis Henry a-t-il créé une discipline scientifique, la démographie historique, qui domine l’histoire des populations des années 1950 aux années 1980, en remontrant même à l’école des Annales? Au-delà de l’historiographie et de l’histoire des théories démographiques, la réponse suppose une histoire de l’État, des politiques publiques, des institutions démographiques et des politiques de population. Après 1945, les organisations internationales, notamment la Division de la population à l’Onu, donnent à la démographie analytique à la Lotka une assise planétaire. Elles s’intéressent particulièrement à la fécondité. Le baby-boom des pays riches remet en cause l’idée de prévisions démographiques, la notion de transition démographique, et menace les systèmes d’allocations familiales. L’expansion de la population mondiale soulève la question du contrôle des naissances dans les pays en développement. Les démographes souhaitent déterminer la « fécondité naturelle », qui serait celle de populations ne pratiquant pas la contraception, mais butent sur les problèmes d’enregistrement statistique dans le Tiers-Monde. Pour Henry, les registres paroissiaux de l’Ancien Régime permettent de les surmonter. L’actualité du problème est telle qu’Alfred Sauvy à l’Ined accepte de financer ses études, et que les grands démographes de son époque comme Notestein, Glass ou Hajnal sont d’emblée convaincus que la démographie historique apporte une contribution majeure à la démographie théorique." "" 0 "Paul-André Rosental" 1 "Vol. 58, 2003/1, pages 103 à 136" "HommeS" "1" "0" "0" "0" 2003 58 1 "(2000,2010]" ""
"609" "http://www.revue-population.fr/article/?article=POPU_301_0139" "Note de recherche" "Les préférences relatives au sexe des enfants : de nouvelles données allemandes" "" "" 0 "Karsten Hank; Hans-Peter Kohler" 2 "Vol. 58, 2003/1, pages 139 à 150" "HommeS" "2" "0" "0" "0" 2003 58 1 "(2000,2010]" "notes de recherche et documents"
"610" "http://www.revue-population.fr/article/?article=POPU_301_0151" "Bibliographie critique" "Analyses" "" "" 0 "Jacques Véron; Dominique Diguet" 2 "Vol. 58, 2003/1, pages 151 à 161" "HommeS" "2" "0" "0" "0" 2003 58 1 "(2000,2010]" "bibliographie"
"611" "http://www.revue-population.fr/article/?article=POPU_206_0791" "" "Démographie et politique dans les premiers recensements post-soviétiques : méfiance envers l'État, identités en question" "Les premiers recensements de l’époque post-soviétique ont engendré de nouveaux défis politiques pour les responsables des recensements de Russie, d’Ukraine, de Biélorussie, du Kazakhstan et des pays baltes. Trois questions étaient au premier plan : la migration, la confidentialité et la nationalité ethnique. L’effectif de la population a officiellement baissé dans tous les pays issus de l’Union soviétique, mais l’incapacité et le manque de volonté de l’État russe d’enregistrer la migration non officielle font que le déclin démographique y est trompeur. Une méfiance générale envers l’État a rendu les individus sceptiques quant aux garanties de confidentialité des données du recensement. Cette méfiance est particulièrement forte en Russie et le recensement a mis en évidence un État post-autoritaire indécis sur la façon d’approcher sa propre population. À la différence des recensements occidentaux, les recensements post-soviétiques ont tous conservé une question sur la nationalité ethnique, car la nationalité légitime leur souveraineté. Le recensement kazakh avait pour but de produire des majorités d’ethnie kazakhe, au niveau national comme dans les provinces redécoupées à cette fin.La Fédération russe, seule fédération au monde à associer ethnicité et territoire, a dû faire face à une pléthore de revendications pour la reconnaissance de nouvelles nationalités lors du recensement, dont celles des Cosaques. En ce qui concerne la langue, les recensements des pays baltes et de l’Ukraine ont cherché à minimiser le poids du russe, tandis que le recensement biélorusse visait à obtenir une sous-déclaration de la connaissance du biélorusse. Cet article montre que tous ces débats autour des catégories du recensement sont le reflet d’intérêts politiques." "" 0 "Dominique Arel" 1 "Vol. 57, 2002/6, pages 791 à 820" "Homme" "1" "0" "0" "0" 2002 57 6 "(2000,2010]" ""
"612" "http://www.revue-population.fr/article/?article=POPU_206_0821" "" "Paléodémographie et démographie historique en contexte épidémique" "Cet article apporte un éclairage totalement nouveau à l’étude de la peste grâce aux apports de disciplines qui ne se rencontrent que rarement autour d’un même sujet de recherche : anthropologie, archéologie, démographie historique, histoire, microbiologie et paléodémographie. Il confronte deux types de documents : les archives biologiques (les squelettes) et les archives historiques, dont la mise en parallèle a apporté des informations originales et inédites.La répartition des victimes par sexe, par âge et selon l’intensité de la phase épidémique a pu être établie et comparée à des résultats antérieurs. La répartition des décès par peste selon l’âge diffère des profils de mortalité « naturelle » et de ceux résultant d’autres épidémies ou d’autres crises démographiques. On peut qualifier l’épidémie de peste de « non sélective », l’échantillon bio- ou paléodémographique pouvant être tenu comme un reflet de la structure de la population vivante, cas de figure qui est rarement observé.Les résultats que nous présentons concernent une période récente pour laquelle les archives historiques sont d’une richesse exceptionnelle, ce qui nous offre une très bonne connaissance des épidémies de peste modernes. Les résultats obtenus en anthropologie de terrain et en microbiologie nous permettent d’envisager des recherches similaires sur des épidémies plus anciennes, même en l’absence de documents écrits." "" 0 "Michel Signoli; Isabelle Séguy; Jean-Noël Biraben; Olivier Dutour" 4 "Vol. 57, 2002/6, pages 821 à 847" "MixteS" "3" "1" "0" "0" 2002 57 6 "(2000,2010]" ""
"613" "http://www.revue-population.fr/article/?article=POPU_206_0849" "" "L'échec politique d'une théorie économique : la physiocratie" "La physiocratie, le « gouvernement de la nature », qui voit dans l’agriculture la source exclusive de la richesse, est la première théorisation des relations entre économie et population. La place accordée à l’agriculture permet de comprendre la théorie de population : la population est une variable dépendante et diverses implications s’en déduisent quant au luxe, à la liberté du commerce, au système d’imposition, aux armées.Le « mouvement physiocratique » échoue pourtant à faire prévaloir son système et son échec politique est indissociable de la construction théorique : sa stratégie de développement était peu convaincante au regard d’autres possibilités, en particulier le commerce colonial ; il fut piégé par l’amalgame qui fut fait avec la peur des famines ; il s’enferma dans des contradictions insolubles entre rigueur de la théorie économique et pression des enjeux politiques. D’où son isolement à peu près total." "" 0 "Yves Charbit" 1 "Vol. 57, 2002/6, pages 849 à 878" "Homme" "1" "0" "0" "0" 2002 57 6 "(2000,2010]" ""
"614" "http://www.revue-population.fr/article/?article=POPU_206_0879" "" "Le choc du veuvage à l'orée de la vieillesse : vécus masculin et féminin" "Aujourd’hui, en France, près de 4 millions de personnes sont veuves. Cette situation conjugale est la marque des plus âgés mais c’est aussi celle des femmes : 84 % des veufs sont des veuves !Cette étude longitudinale décrit le contexte de survenue du veuvage, entre 62 et 75 ans, et la réorganisation de la vie qui y fait suite, sur fond de comparaison entre les enquêtés restés mariés et ceux qui sont devenus veufs. Elle montre en quoi l’adaptation au veuvage s’avère plus ou moins difficile selon que l’on est homme ou femme. Les domaines essentiels de la vie des retraités, la famille et les loisirs, sont examinés. Une large part de cette recherche est également consacrée aux répercussions psychologiques de cet événement.Tous les indicateurs concourent à qualifier le quotidien des veuves de plus difficile. Elles ont une perception de la vie et de la retraite plus négatives, souffrent plus de solitude et sont davantage sujettes à des tendances dépressives. Leur moindre intégration à l’univers des loisirs et leur plus fort isolement social montrent encore à quel point elles sont pénalisées.Si la surmortalité des hommes suite au veuvage est beaucoup plus forte que celle des femmes, ceux qui ont échappé à la mort semblent mieux s’adapter à la perte de leur conjoint." "" 0 "Christiane Delbès; Joëlle Gaymu" 2 "Vol. 57, 2002/6, pages 879 à 909" "FemmeS" "0" "2" "0" "0" 2002 57 6 "(2000,2010]" ""
"615" "http://www.revue-population.fr/article/?article=POPU_206_0913" "Note de recherche" "La pratique de la naturalisation en Suisse : un aperçu statistique" "" "" 0 "Philippe Wanner; Étienne Piguet" 2 "Vol. 57, 2002/6, pages 913 à 922" "HommeS" "2" "0" "0" "0" 2002 57 6 "(2000,2010]" "notes de recherche et documents"
"616" "http://www.revue-population.fr/article/?article=POPU_206_0923" "Bibliographie critique" "Analyses" "" "" 0 "Jacques Véron; Dominique Diguet" 2 "Vol. 57, 2002/6, pages 923 à 936" "HommeS" "2" "0" "0" "0" 2002 57 6 "(2000,2010]" "bibliographie"
"617" "http://www.revue-population.fr/article/?article=POPU_204_0603" "" "Comment améliorer la précision des tables de mortalité aux grands âges?" "Les tables de mortalité calculées de manière classique sur la base des statistiques de décès publiées annuellement et des estimations de population par âge au 1er janvier de chaque année souffrent d’incohérences aux grands âges. Avec la baisse rapide de la mortalité aux âges élevés observée depuis quelques décennies et l’accroissement encore plus rapide de la part des nonagénaires puis des centenaires dans les populations des pays industriels, il est devenu plus important que jamais d’améliorer la précision de la mesure de la mortalité aux grands âges.Pour y parvenir en ne s’appuyant que sur les données réelles, nous utilisons ici la méthode des générations éteintes en l’adaptant pour la rendre applicable à des générations incomplètement éteintes et reconstituer de façon assez précise la mortalité des années récentes au-delà de 90 ans.L’évolution depuis le début du siècle de l’espérance de vie à 90, 95 ou 100 ans peut ainsi être suivie avec plus de précision. La comparaison entre les résultats que donnaient jusqu’à présent les calculs plus classiques et ceux de la méthode des générations éteintes montrent que l’on surestimait les espérances de vie à ces âges pour les périodes anciennes, dissimulant ainsi leur croissance spectaculaire durant les trois dernières décennies." "" 0 "France Meslé; Jacques Vallin" 2 "Vol. 57, 2002/4, pages 603 à 631" "MixteS" "1" "1" "0" "0" 2002 57 4 "(2000,2010]" ""
"618" "http://www.revue-population.fr/article/?article=POPU_204_0633" "" "Démocratisation ou accroissement des inégalités scolaires?" "Des années 1960 à la dernière décennie du XXe siècle, les recherches sur la démocratisation de l’enseignement se sont multipliées. Cet article a d’abord pour objet de montrer l’ambiguïté des définitions et des résultats relatifs à la démocratisation de l’enseignement en France. Il s’agit ensuite de développer une alternative à l’étude des inégalités scolaires. Celles-ci sont analysées à partir de l’évolution des durées de scolarisation. Les données recueillies montrent que les écarts de durée de scolarisation entre les élèves les plus longtemps scolarisés et les moins longtemps scolarisés ont sensiblement augmenté au cours des années 1988-1998. Compte tenu du coût des formations courtes et longues et de leurs évolutions respectives, les inégalités se sont renforcées : les élèves les plus longtemps scolarisés, majoritairement d’origine aisée, ont particulièrement bénéficié de l’augmentation des dépenses éducatives alors que les élèves les moins longtemps scolarisés, massivement d’origine populaire, en ont peu profité." "" 0 "Pierre Merle" 1 "Vol. 57, 2002/4, pages 633 à 659" "Homme" "1" "0" "0" "0" 2002 57 4 "(2000,2010]" ""
"619" "http://www.revue-population.fr/article/?article=POPU_204_0661" "" "Les enfants confiés âgés de moins de 6 ans au Sénégal en 1992-1993" "À l’aide des données de l’enquête démographique et de santé (EDS) réalisée au Sénégal en 1992-1993, ce travail dégage les principaux déterminants de la pratique des enfants confiés, en se focalisant sur les enfants âgés de 0 à 5 ans. On examine successivement les déterminants du placement, puis les déterminants de l’accueil de ces jeunes enfants.Cette pratique semble surtout être un moyen d’ajustement aux déséquilibres démographiques entre ménages manquant d’enfants et ceux qui en ont beaucoup. Plus les mères ont d’enfants vivants âgés de 0 à 5 ans, plus elles ont de chances d’en placer un. Les ménages où l’on trouve des femmes stériles, peu fécondes et en début ou fin de vie féconde, quant à eux, accueillent davantage de jeunes enfants que les autres.Confier un jeune enfant semble également être un moyen pour les ménages de s’adapter aux aléas économiques. Les ménages et les femmes les plus démunis peuvent ainsi alléger la charge de leurs jeunes enfants. En revanche, confier un jeune enfant ne semble pas relever d’une stratégie d’investissement dans le long terme, notamment par la scolarisation de l’enfant." "" 0 "Céline Vandermeersch" 1 "Vol. 57, 2002/4, pages 661 à 688" "Femme" "0" "1" "0" "0" 2002 57 4 "(2000,2010]" ""
"620" "http://www.revue-population.fr/article/?article=POPU_204_0691" "La conjoncture démographique en France" "L'évolution démographique récente en France" "Depuis 1996, les flux d’entrées d’étrangers en France augmentent, et cette hausse touche principalement les étrangers originaires de pays n’appartenant pas à l’Espace économique européen.L’indicateur conjoncturel de fécondité a encore légèrement progressé en 2001, et atteint 1,9 enfant par femme. La fécondité des femmes de plus de 30 ans continue à augmenter, et celle des moins de 25 ans se redresse. Malgré tout, la descendance finale des générations nées dans les années 1960 est en baisse, et pourrait se fixer légèrement au-dessus de 2 enfants par femme.En dépit de l’arrivée du Pacs (Pacte civil de solidarité), le nombre de mariages célébrés en 2000 et 2001 a dépassé 300 000 : ce chiffre n’avait pas été atteint depuis 1983. Malgré tout, le célibat (légal) est en forte progression d’une génération à l’autre.En 2001, l’espérance de vie à la naissance a franchi le cap de 83 ans pour les femmes, et de 75,5 ans pour les hommes. Pour ces derniers, les progrès sont actuellement plus importants aux âges adultes, tandis que pour les femmes, ils concernent surtout les plus âgées.La réduction de la taille moyenne des ménages se poursuit; on comptait en moyenne 2,4 personnes par logement au recensement de 1999. Un peu plus de trois logements sur dix sont occupés par une personne seule : il s’agit majoritairement de femmes (60 %), mais cette prédominance s’atténue, car la proportion d’hommes vivant seuls augmente rapidement à presque tous les âges. En revanche, la proportion d’hommes et de femmes vivant en couple est en baisse à chaque âge, sauf chez les plus âgés. Quant aux enfants, ils vivent de moins en moins souvent avec des parents mariés, et de plus en plus avec des parents non mariés ou en famille monoparentale." "" 0 "France Prioux" 1 "Vol. 57, 2002/4, pages 691 à 732" "FemmeS" "0" "1" "0" "0" 2002 57 4 "(2000,2010]" "la conjoncture démographique"
"621" "http://www.revue-population.fr/article/?article=POPU_204_0733" "La conjoncture démographique en France" "Les familles monoparentales en 1999" "Depuis 1975, le nombre des familles monoparentales a presque doublé, atteignant près de deux millions en 1999. Elles n’en constituent pas pour autant un groupe statistique aux contours très nets ni a fortiori une catégorie sociale clairement identifiée. L’absence d’un second parent est assimilée à l’absence de conjoint partageant le logement et cela suppose de nombreuses approximations. De surcroît, ces familles sont loin de constituer un groupe homogène. Si une part croissante d’entre elles sont issues de la rupture d’une union, les écarts restent grands entre les parents qui se sont mariés puis ont divorcé et ceux qui ont vécu en union libre. Plus éloignés encore sont, d’un côté, les parents qui n’ont jamais vécu en couple, souvent jeunes, et, de l’autre, ceux qui sont veufs, plus âgés et ont fréquemment de grands enfants. Ces différences ont un rôle très important dans la manière dont se construit la vulnérabilité des parents isolés, plus forte que celle des familles composées d’un couple. Parmi les parents de famille monoparentale, tout semble ainsi opposer les mères les plus jeunes, peu diplômées et confrontées à un chômage élevé, aux mères plus âgées ou aux pères isolés." "" 0 "Élisabeth Algava" 1 "Vol. 57, 2002/4, pages 733 à 758" "Femme" "0" "1" "0" "0" 2002 57 4 "(2000,2010]" "la conjoncture démographique"
"622" "http://www.revue-population.fr/article/?article=POPU_204_0761" "Note de recherche" "Les populations suivent-elles la loi des nombres anomaux?" "" "" 0 "Frédéric Sandron" 1 "Vol. 57, 2002/4, pages 761 à 767" "Homme" "1" "0" "0" "0" 2002 57 4 "(2000,2010]" "notes de recherche et documents"
"623" "http://www.revue-population.fr/article/?article=POPU_204_0769" "Bibliographie critique" "Analyses" "" "" 0 "Jacques Véron; Dominique Diguet" 2 "Vol. 57, 2002/4, pages 769 à 781" "HommeS" "2" "0" "0" "0" 2002 57 4 "(2000,2010]" "bibliographie"
"624" "http://www.revue-population.fr/article/?article=POPU_203_0423" "Politiques familiales et politiques publiques dans les pays à faible fécondité" "Les politiques de soutien de la fécondité : l'éventail des possibilités" "Cet article présente la palette des politiques auxquelles on pourrait avoir recours pour maintenir la fécondité à un niveau modéré, de l’ordre de 1,7 à 1,9 enfant par femme en moyenne. Parmi les options disponibles, le choix d’une politique devrait tenir compte de l’environnement sociologique et du cadre institutionnel du pays considéré. En d’autres termes, il n’y a pas de modèle unique et universel. Chaque pays doit chercher la formule qui s’adapte de manière optimale à sa structure institutionnelle, tout en composant avec ses données économiques propres. Une politique ne peut pas recueillir l’assentiment général si elle n’est pas fondée sur un consensus social. En outre, dans toute la mesure du possible, les politiques de soutien de la fécondité devraient s’appuyer sur une ou des théorie(s) rendant compte des raisons pour lesquelles, dans tel ou tel contexte, la fécondité est tombée à un niveau si bas. Étant donné qu’en toute hypothèse ces politiques seront certainement onéreuses, comprendre un tant soit peu pourquoi la fécondité est faible ne peut qu’améliorer l’efficacité de leur mise en œuvre. L’auteur passe ainsi en revue une série de théories générales possibles sur la faiblesse de la fécondité. Il estime que les pays devraient avoir une idée relativement nette de l’objectif qu’ils visent. Nécessairement, le maintien du volume de la population (au minimum une croissance démographique nulle) est l’objectif ultime de tout pays. Reste à savoir à quelle distance dans le futur se situe ce but « ultime ». En d’autres termes, quelle réduction de l’effectif de la population totale, ou de la population active, un pays est-il disposé à accepter avant d’atteindre la stabilisation démographique ? L’auteur prend l’exemple de l’Italie pour illustrer cette question." "" 0 "Peter McDonald" 1 "Vol. 57, 2002/3, pages 423 à 456" "Homme" "1" "0" "0" "0" 2002 57 3 "(2000,2010]" "politiques familiales"
"625" "http://www.revue-population.fr/article/?article=POPU_203_0457" "Politiques familiales et politiques publiques dans les pays à faible fécondité" "Les politiques familiales dans les pays industrialisés : y a-t-il convergence ?" "Cet article examine l’évolution des politiques familiales depuis 1970 dans 22 pays industrialisés. À partir de séries chronologiques d’indicateurs des prestations en espèces et de l’aide apportée aux parents qui ont un emploi rémunéré, l’article examine l’hypothèse de convergence des politiques familiales. Bien que tous les pays aient accru l’aide aux familles depuis 1970 et que tous aient adapté leurs politiques afin de mieux répondre aux nouvelles réalités démographiques et économiques des familles, il n’y a pas eu de convergence. Au contraire, les résultats suggèrent une divergence accrue entre pays et concordent avec ceux d’autres études consacrées à l’État-providence, qui ont conclu à la persistance de différences entre pays malgré la présence de facteurs globaux observés à l’échelle internationale." "" 0 "Anne H. Gauthier" 1 "Vol. 57, 2002/3, pages 457 à 484" "Femme" "0" "1" "0" "0" 2002 57 3 "(2000,2010]" "politiques familiales"
"626" "http://www.revue-population.fr/article/?article=POPU_203_0485" "Politiques familiales et politiques publiques dans les pays à faible fécondité" "Fécondité, calendrier des naissances et milieu social en France et en Grande-Bretagne" "La comparaison de l’agrandissement des familles et du calendrier des naissances entre la France et la Grande-Bretagne renvoie à l’influence de la politique familiale et des conditions économiques sur les comportements démographiques. Cet article s’appuie sur des données issues du Longitudinal Study pour l’Angleterre et le pays de Galles et de l’échantillon démographique permanent (EDP) pour la France, qui relient les bulletins de naissance aux recensements réalisés sur les périodes 1971-1991 et 1968-1990 respectivement. Sur la période étudiée, qui va des années 1970 aux années 1990, en Grande-Bretagne, l’intervention de l’État est réduite au minimum alors que la France a mis en place une politique de la famille généreuse. Parallèlement, la polarisation sociale des comportements de fécondité est plus forte en Angleterre et au pays de Galles, et les différences de fécondité entre les femmes qui quittent le marché du travail et celles qui continuent à travailler sont importantes. En France, les différences sociales ne s’observent que pour les troisièmes naissances, même s’il existe déjà une relation entre les probabilités d’agrandissement de rang deux et la sortie du marché du travail. De plus, la quasi-totalité des femmes cadres mariées deviennent mères, ce qui n’est pas le cas pour un quart de leurs homologues anglaises. Outre-Manche, la fécondité des inactives et des catégories les moins qualifiées est plus élevée pour tous les rangs de naissance. En France, la politique familiale tend à augmenter les troisièmes naissances également pour ces catégories.La comparaison des femmes nées dans les années 1950 et 1960 montre que le retard du mariage et de la fécondité, sensible dans les deux pays, a été plus marqué en France. Pour les femmes mariées, les changements sont cependant peu importants. Toutes choses égales par ailleurs, les différences entre catégories s’estompent en France, ce qui n’est pas le cas en Angleterre et au pays de Galles." "" 0 "Olivia Ekert-Jaffé; Heather Joshi; Kevin Lynch; Rémi Mougin; Michael Rendall" 5 "Vol. 57, 2002/3, pages 485 à 518" "MixteS" "3" "2" "0" "0" 2002 57 3 "(2000,2010]" "politiques familiales"
"627" "http://www.revue-population.fr/article/?article=POPU_203_0519" "Politiques familiales et politiques publiques dans les pays à faible fécondité" "Pour le meilleur ou pour le pire ?" "Pour de nombreux responsables politiques conservateurs américains, bien que les États aient réussi, moyennant de profondes réformes, à ramener vers le travail salarié les mères de famille qui vivaient de l’aide sociale, ils ont négligé une stratégie anti-pauvreté radicale : encourager la formation de familles biparentales. En comparant les revenus des familles monoparentales à ceux des familles biparentales, ils soutiennent que le mariage réduit le risque de pauvreté. À partir des données de la Fragile Families and Child Well-being Study, les auteurs montrent que comparer directement les familles formées d’un couple marié aux familles dirigées par un(e) célibataire conduit à une forte surestimation des avantages économiques du mariage. Ils démontrent que les mères célibataires et leurs partenaires sont extrêmement différents des couples de parents mariés en termes d’âge, de niveau d’instruction, d’état de santé, de comportement en matière de santé, d’emploi et de salaire. Ces écarts se traduisent par des différences importantes de revenus, qui, à leur tour, induisent des degrés différents de pauvreté. À structure familiale et durée du travail données, l’analyse des auteurs indique que la plus grande partie des écarts de pauvreté selon le type de famille peut être imputée à d’autres facteurs que la situation matrimoniale. Leurs résultats incitent également à penser que le plein emploi est indispensable pour arracher à la misère les familles pauvres, qu’elles soient ou non formées d’un couple marié." "" 0 "Wendy Sigle-Rushton; Sara McLanahan" 2 "Vol. 57, 2002/3, pages 519 à 538" "FemmeS" "0" "2" "0" "0" 2002 57 3 "(2000,2010]" "politiques familiales"
"628" "http://www.revue-population.fr/article/?article=POPU_203_0541" "Définitions, modes de collecte et mesures" "Les méthodes de délimitation de la population handicapée : l'approche de l'enquête de l'Insee Vie quotidienne et santé" "Partant de la difficulté d’estimer la population handicapée, le handicap est abordé comme une réalité multiforme que l’on doit traiter en multipliant les angles d’approche. Cette étude s’appuie sur l’enquête Vie quotidienne et Santé réalisée par l’Insee dans la phase de filtrage des enquêtes Handicaps, Incapacités, Dépendance. Associée au recensement de la population de 1999, l’enquête VQS a porté sur un échantillon représentatif de 400 000 personnes. Elle repose sur différentes approches du handicap : incapacités fonctionnelles, besoin d’aide, limitation d’activité, déclaration d’un handicap et reconnaissance sociale officielle. Dans un premier temps, l’articulation entre ces différentes approches est analysée en étudiant la prévalence du handicap estimée à partir de chacune d’entre elles prise isolément, puis les zones de recouvrement et les sous-populations spécifiques qu’elles font apparaître. Dans un second temps, on examine plus spécifiquement la probabilité d’auto-attribution d’un handicap et ses déterminants en s’appuyant sur des régressions logistiques. Une attention particulière est portée aux effets du sexe et de l’âge. L’article conclut sur les enseignements méthodologiques de l’exploitation de VQS." "" 0 "Jean-François Ravaud; Alain Letourmy; Isabelle Ville" 3 "Vol. 57, 2002/3, pages 541 à 565" "MixteS" "2" "1" "0" "0" 2002 57 3 "(2000,2010]" "methodologie"
"629" "http://www.revue-population.fr/article/?article=POPU_203_0569" "Note de recherche" "Les « S.D.F. », de qui parle-t-on ?" "" "" 0 "Julien Damon" 1 "Vol. 57, 2002/3, pages 569 à 582" "Homme" "1" "0" "0" "0" 2002 57 3 "(2000,2010]" "notes de recherche et documents"
"630" "http://www.revue-population.fr/article/?article=POPU_203_0583" "Bibliographie critique" "Analyses" "" "" 0 "Jacques Véron; Dominique Diguet" 2 "Vol. 57, 2002/3, pages 583 à 592" "HommeS" "2" "0" "0" "0" 2002 57 3 "(2000,2010]" "bibliographie"
"631" "http://www.revue-population.fr/article/?article=POPU_202_0231" "" "La Cité platonicienne : histoire et utopie" "Depuis Malthus, plusieurs commentateurs ont relevé, dans l’œuvre de Platon, des indications quantitatives qui les ont conduits à le considérer comme un précurseur de la pensée démographique. Cet article montre que cette interprétation se heurte à plusieurs contradictions entre le texte des Lois et celui de la République et que la cohérence profonde de la pensée de Platon ne peut être mise en évidence au niveau démographique. La fascination pour les mathématiques et l’influence pythagoricienne doivent d’abord être prises en compte.Mais surtout c’est la Cité, à la fois modèle utopique idéal et construction sociale concrète, qui fournit la clé de la pensée « démographique » de Platon. Confronté au problème fondamental du pouvoir et de la justice, la solution qu’il propose est de rétablir l’harmonie entre la Cité, en tant qu’entité politique, et les citoyens qui la composent. Mais cette démarche philosophique est complétée par une polémique hostile à la démocratie, responsable selon lui de la décadence d’Athènes. La philosophie et l’histoire politique de la Grèce des IVe et Ve siècles av. J.-C. sont donc essentielles pour comprendre le sens de ces mesures, qualifiées à tort de démographiques et d’eugéniques, suspectées de relever d’une pensée totalitaire, alors qu’elles renvoient à une conception de l’homme bien différente de la nôtre." "" 0 "Yves Charbit" 1 "Vol. 57, 2002/2, pages 231 à 260" "Homme" "1" "0" "0" "0" 2002 57 2 "(2000,2010]" ""
"632" "http://www.revue-population.fr/article/?article=POPU_202_0261" "" "Les représentations du masculin et du féminin dans les albums illustrés ou" "Les inégalités entre hommes et femmes prennent appui sur des représentations du genre « incorporées » par les individus et qui, comme toute représentation sociale, se modifient lentement. L’objectif de ce travail est d’analyser l’élaboration des représentations à usage des enfants, au travers des albums illustrés destinés aux 0-9 ans. L’originalité de l’approche consiste à appliquer une méthode quantitative à des objets traditionnellement appréhendés de manière qualitative. Les albums illustrés – dont on prend en compte aussi bien le texte que l’image – sont alors considérés comme des individus « répondant » à un questionnaire d’enquête. L’analyse de la production exhaustive des nouveautés de 1994, grâce à une grille d’observation à modules de tous les personnages, a permis de mettre en évidence, au-delà des stéréotypes, l’ensemble des facteurs dont la combinaison concourt à l’élaboration de ces représentations : le sexe, l’âge, le rôle (personnage principal, secondaire, d’arrière-plan), la catégorie (personnage humain, animal habillé, animal réel), les fonctions parentales et activités professionnelles du personnage, sans négliger le lectorat auquel est destiné l’ouvrage et le sexe des auteurs et illustrateurs." "" 0 "Carole Brugeilles; Isabelle Cromer; Sylvie Cromer" 3 "Vol. 57, 2002/2, pages 261 à 292" "FemmeS" "0" "3" "0" "0" 2002 57 2 "(2000,2010]" ""
"633" "http://www.revue-population.fr/article/?article=POPU_202_0293" "" "Développement rural et attitude à l'égard de la taille de la famille en Côte d'Ivoire" "Cet article étudie l’impact du développement rural sur l’attitude à l’égard de la taille de la famille en Côte d’Ivoire. Nous postulons que l’amélioration des conditions de production et des conditions de vie des populations rurales, grâce au développement des infrastructures villageoises et à la modernisation des techniques de production agricole, entraîne l’adoption de nouvelles attitudes à l’égard de la procréation, dont une préférence pour les familles de taille réduite. Les résultats de nos analyses, qui reposent sur des données collectées dans 21 communautés rurales ivoiriennes réparties sur l’ensemble du territoire national, ne confirment que partiellement cette hypothèse. Ces résultats rejoignent ceux d’études antérieures réalisées en Asie et en Amérique latine et confortent à certains égards l’hypothèse de Kocher selon laquelle des efforts de modernisation du milieu rural peuvent aboutir à une baisse significative de la fécondité." "" 0 "Aka Kouamé; Jona Schellekens" 2 "Vol. 57, 2002/2, pages 293 à 326" "MixteS" "1" "1" "0" "0" 2002 57 2 "(2000,2010]" ""
